               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              0.1304,            0.029035,                   0,           0.0010502,            0.012626,          0.00013746,          2.1665e-05,            0.074646,            0.028853,                   0,              0.0007,              0.0007,              0.0937
                   1,             0.12302,            0.023122,                   0,           0.0015564,           0.0025253,          9.6326e-05,          2.0174e-05,            0.068244,            0.022496,                   0,           0.0014975,           0.0014975,            0.086498
                   2,             0.11175,            0.019019,                   0,           0.0010111,           0.0025253,          0.00012602,          2.9936e-05,            0.061524,            0.020612,                   0,           0.0022924,           0.0022924,            0.079292
                   3,             0.10256,            0.019544,                   0,           0.0066201,            0.037879,           0.0020281,          0.00046914,            0.054756,            0.021198,                   0,           0.0030847,           0.0030847,            0.072085
                   4,            0.092893,            0.018604,                   0,            0.018872,             0.11616,           0.0089626,           0.0016299,            0.056761,            0.018589,                   0,           0.0038743,           0.0038743,            0.064874
                   5,            0.086073,            0.018371,                   0,             0.22725,              0.2702,             0.12964,            0.025535,            0.047037,            0.019659,                   0,           0.0046612,           0.0046612,            0.057661
                   6,            0.080687,            0.017602,                   0,             0.19032,             0.30051,             0.11566,            0.019448,            0.049146,            0.016922,                   0,           0.0054456,           0.0054456,            0.050446
                   7,            0.078591,            0.016675,                   0,             0.57977,             0.39899,             0.38404,            0.082996,            0.050089,            0.020087,                   0,           0.0062272,           0.0062272,            0.043227
                   8,            0.076586,            0.015576,                   0,             0.45142,             0.31313,             0.27115,            0.065859,            0.048327,            0.017951,                   0,           0.0070063,           0.0070063,            0.036006
                   9,              0.0744,            0.015422,                   0,             0.65436,             0.50253,              0.5134,             0.11129,            0.044961,            0.020721,                   0,           0.0077827,           0.0077827,            0.028783
                  10,            0.070044,            0.014595,                   0,             0.28841,             0.35606,             0.21059,            0.043324,            0.046593,            0.018039,                   0,           0.0085565,           0.0085565,            0.021556
                  11,            0.070293,            0.013477,                   0,             0.69903,             0.60606,             0.61125,             0.15789,            0.041654,            0.020165,                   0,           0.0093276,           0.0093276,            0.014328
                  12,            0.070408,            0.014204,                   0,             0.44082,             0.49242,             0.35783,            0.081865,            0.041603,            0.018079,                   0,            0.009802,            0.009802,            0.009802
                  13,            0.066158,            0.013961,                   0,              0.5288,              0.5202,             0.45382,             0.11542,            0.044068,            0.017807,                   0,            0.009802,            0.009802,            0.009802
                  14,            0.063428,            0.013454,                   0,              0.6439,             0.48737,             0.50345,             0.16184,            0.040441,            0.016499,                   0,           0.0097855,           0.0097855,           0.0097855
                  15,            0.065334,            0.013288,                   0,             0.50187,             0.26515,             0.23502,            0.070078,            0.045058,            0.019642,                   0,            0.009769,            0.009769,            0.009769
                  16,            0.061407,            0.013725,                   0,             0.62697,             0.45455,             0.46361,             0.11864,            0.040122,            0.015192,                   0,           0.0097525,           0.0097525,           0.0097525
                  17,            0.060644,            0.012813,                   0,             0.67509,             0.39899,             0.39272,             0.11802,            0.041324,            0.018898,                   0,            0.009736,            0.009736,            0.009736
                  18,            0.059907,            0.012613,                   0,             0.54129,             0.28011,             0.22504,             0.05074,            0.045651,             0.02012,                   0,           0.0097195,           0.0097195,           0.0097195
                  19,            0.058936,            0.012836,                   0,             0.57429,             0.57576,             0.51859,             0.12859,            0.040725,            0.015065,                   0,            0.009703,            0.009703,            0.009703
                  20,            0.055216,            0.012716,                   0,             0.38569,             0.35831,             0.24858,            0.053795,            0.048832,            0.017479,                   0,           0.0096865,           0.0096865,           0.0096865
                  21,            0.054785,            0.012639,                   0,             0.48503,             0.36364,             0.28749,            0.063864,            0.045907,            0.017828,                   0,             0.00967,             0.00967,             0.00967
                  22,            0.053634,            0.012067,                   0,             0.70865,             0.55303,              0.5538,             0.13015,            0.039651,            0.016537,                   0,           0.0096535,           0.0096535,           0.0096535
                  23,             0.05718,             0.01359,                   0,             0.79781,             0.61777,             0.66063,             0.22133,            0.038989,            0.015314,                   0,            0.009637,            0.009637,            0.009637
