               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11916,            0.030964,                   0,           0.0021283,           0.0034722,          0.00044459,          7.2137e-05,             0.10356,             0.03118,                   0,              0.0023,              0.0023,              0.0793
                   1,             0.10209,            0.025406,                   0,              0.1707,             0.23156,            0.091211,            0.020423,            0.078779,            0.029804,                   0,           0.0046767,           0.0046767,            0.057677
                   2,            0.089056,            0.023757,                   0,            0.095451,             0.23958,            0.061201,            0.010723,            0.078239,            0.024799,                   0,           0.0070297,           0.0070297,             0.03603
                   3,            0.080746,            0.021709,                   0,             0.11573,             0.30208,            0.079022,            0.022705,            0.073434,            0.027714,                   0,           0.0093589,           0.0093589,            0.014359
                   4,            0.072379,            0.024304,                   0,           0.0095042,             0.55208,           0.0080783,           0.0015811,            0.099608,            0.016825,                   0,            0.009802,            0.009802,            0.009802
                   5,            0.066379,             0.02219,                   0,             0.13922,             0.41667,             0.10093,            0.026296,            0.087295,            0.018948,                   0,            0.009802,            0.009802,            0.009802
                   6,            0.063056,            0.021592,                   0,             0.33462,             0.30733,             0.22246,            0.036708,            0.075108,            0.022221,                   0,           0.0097525,           0.0097525,           0.0097525
                   7,            0.058749,            0.020024,                   0,             0.14475,             0.13889,            0.047443,           0.0070986,            0.084106,            0.028068,                   0,            0.009703,            0.009703,            0.009703
                   8,            0.053761,            0.018916,                   0,             0.73552,             0.52083,              0.5645,             0.16831,            0.072753,            0.028093,                   0,           0.0096535,           0.0096535,           0.0096535
                   9,            0.051773,             0.01866,                   0,             0.72916,             0.48609,             0.58037,             0.17474,            0.058911,            0.019495,                   0,            0.009604,            0.009604,            0.009604
                  10,            0.051695,            0.016595,                   0,             0.65003,             0.55556,              0.5695,             0.17581,            0.062462,            0.018928,                   0,           0.0095545,           0.0095545,           0.0095545
                  11,            0.051384,            0.017266,                   0,             0.84017,             0.69444,             0.78861,             0.31521,            0.044544,            0.018839,                   0,            0.009505,            0.009505,            0.009505
                  12,            0.047987,            0.017197,                   0,              0.8471,             0.55903,             0.62604,             0.14079,            0.073352,            0.016463,                   0,           0.0094555,           0.0094555,           0.0094555
                  13,            0.052279,            0.016486,                   0,             0.82434,             0.70064,             0.75741,              0.1923,            0.062512,            0.016158,                   0,            0.009406,            0.009406,            0.009406
