,imageID,"predict(0=mamoa, 1=not_mamoa)",conclusion,x,y,geo
0,373_4.jpg,0,True,119882.0000076294,1907.0000076293943,"(-8.18191739932397, 42.15710806714172)"
1,359_7.jpg,0,True,114888.50000023842,2772.999992370605,"(-8.212119804268024, 42.15318664647685)"
2,370_9.jpg,0,True,118424.00000095367,3225.999984741211,"(-8.190735884663887, 42.151135372155174)"
3,349_11.jpg,0,True,112254.5000076294,3649.4999980926514,"(-8.228051141863231, 42.149217679622616)"
4,346_12.jpg,0,True,111346.5000152588,3864.500000476837,"(-8.233543038011861, 42.14824411672752)"
5,328_13.jpg,0,True,116787.5,4612.9999923706055,"(-8.270779666874125, 42.14485475946702)"
6,363_13.jpg,0,True,105190.4999923706,4647.9999923706055,"(-8.200633999342289, 42.14469627248586)"
7,327_14.jpg,0,True,105097.9999923706,5033.499984741211,"(-8.271021600627197, 42.14295065162786)"
8,327_14.jpg,0,True,105190.0,5102.5,"(-8.270776642748356, 42.144854759423836)"
9,328_14.jpg,0,True,104887.0000076294,5102.5,"(-8.271336114494657, 42.1426382057959)"
10,326_15.jpg,0,True,105097.9999923706,4886.000003814697,"(-8.272612315007512, 42.14361856096211)"
11,327_15.jpg,0,True,105414.0000152588,5215.4999923706055,"(-8.271741353634884, 42.14212651929125)"
12,327_15.jpg,0,True,105150.0,5105.4999923706055,"(-8.271336114552339, 42.14262462123206)"
13,328_15.jpg,0,True,105098.00000190736,5215.4999923706055,"(-8.27174437770297, 42.14212651929125)"
14,328_15.jpg,0,True,105414.49999809264,5105.0,"(-8.271336114494657, 42.14262688529724)"
15,329_15.jpg,0,True,110375.9999847412,4811.499999761581,"(-8.269421813696534, 42.14395591184038)"
16,343_15.jpg,0,True,110730.49999952316,5250.999984741211,"(-8.239412955880395, 42.1419657682449)"
17,346_15.jpg,0,True,114636.5000152588,5157.0000076293945,"(-8.237268817904372, 42.142391418890675)"
18,357_15.jpg,0,True,114636.50000095367,4816.000000238419,"(-8.213643986821541, 42.14393553494064)"
19,358_15.jpg,0,True,119738.4999847412,4815.499999523163,"(-8.213643986908064, 42.143937799043606)"
20,328_16.jpg,0,True,105030.99999904633,5215.500001907349,"(-8.27174135354836, 42.142126519248066)"
21,343_16.jpg,0,True,110375.9999847412,5251.000003814697,"(-8.239412955880395, 42.141965768158535)"
22,346_16.jpg,0,True,110730.49999952316,5157.5,"(-8.237268817904372, 42.142389154825494)"
23,358_16.jpg,0,True,114997.5,5738.499984741211,"(-8.21146053479234, 42.139758271007246)"
24,366_16.jpg,0,True,117744.5000076294,5132.999999523163,"(-8.194845734253851, 42.14250009571447)"
25,326_17.jpg,0,True,104807.9999923706,5462.5,"(-8.273090134262125, 42.14100805398962)"
26,330_18.jpg,0,True,105738.00000190736,6122.9999923706055,"(-8.267465174445476, 42.13801717827961)"
27,343_18.jpg,0,True,110089.5000076294,5775.499999523163,"(-8.241145806248351, 42.139590727560226)"
28,323_19.jpg,0,True,105735.9999847412,6464.000015258789,"(-8.27803465534057, 42.136473062159475)"
29,330_19.jpg,0,True,103990.4999923706,6124.499998092651,"(-8.267477271121594, 42.13801038595451)"
30,359_21.jpg,0,True,115309.5000076294,7333.499984741211,"(-8.20957345147222, 42.13253579286558)"
31,333_22.jpg,0,True,103977.5,7599.500007629394,"(-8.278113283764174, 42.13133129170508)"
32,355_22.jpg,0,True,106688.5000038147,7406.500015258789,"(-8.261716223626523, 42.132205234166676)"
33,364_22.jpg,0,True,114220.4999923706,7670.999984741211,"(-8.216160097991944, 42.13101431774275)"
34,317_23.jpg,0,True,116812.0000076294,7669.500007629394,"(-8.200485814872385, 42.131007525547204)"
35,334_23.jpg,0,True,102050.0,7380.0,"(-8.289771466490418, 42.132325231521506)"
36,348_23.jpg,0,True,106687.9999923706,7748.499984741211,"(-8.278796746570462, 42.130656590088904)"
37,318_24.jpg,0,True,111980.9999847412,7785.499992370605,"(-8.25955091658266, 42.13048904667427)"
38,324_24.jpg,0,True,102387.9999923706,7377.5,"(-8.22970536403831, 42.13233655202016)"
39,334_24.jpg,0,True,103864.5000076294,8302.5,"(-8.28772712632309, 42.12814796751794)"
40,358_24.jpg,0,True,103864.5000076294,7748.000001907349,"(-8.278796746570462, 42.130658854110905)"
41,318_25.jpg,0,True,107046.4999961853,7786.000003814697,"(-8.25955091658266, 42.130486782522716)"
42,321_25.jpg,0,True,107733.9999961853,8005.499992370605,"(-8.255392680201703, 42.12863248489491)"
