,imageID,"predict(0=mamoa, 1=not_mamoa)",conclusion,x,y,geo
0,187_2.jpg,0,False,119882.0000076294,1907.0000076293945,"(-8.18191739932397, 42.15710806714172)"
1,175_5.jpg,0,False,112254.5000076294,3649.5000076293945,"(-8.228051141863231, 42.14921767957943)"
2,185_5.jpg,0,False,118422.00000047684,3227.000000476837,"(-8.190747981354425, 42.15113084388445)"
3,173_6.jpg,0,False,111346.50001525879,3864.500000476837,"(-8.233543038011861, 42.14824411672752)"
4,185_6.jpg,0,False,119024.00001525879,3963.5000038146973,"(-8.18710687828126, 42.147795824965684)"
5,164_7.jpg,0,False,105150.4999923706,5032.9999923706055,"(-8.27101857650143, 42.142952915693044)"
6,164_7.jpg,0,False,105190.0,4613.000001907349,"(-8.270779666874125, 42.144854759423836)"
7,164_7.jpg,0,False,105098.00000190735,5102.5,"(-8.271336114494657, 42.1426382057959)"
8,164_8.jpg,0,False,105030.99999904633,5215.500001907349,"(-8.27174135354836, 42.142126519248066)"
9,173_8.jpg,0,False,110730.49999952316,5157.5,"(-8.237268817904372, 42.142389154825494)"
10,179_8.jpg,0,False,114997.5,5738.499984741211,"(-8.21146053479234, 42.139758271007246)"
11,183_8.jpg,0,False,117744.5000076294,5132.999999523163,"(-8.194845734253851, 42.14250009571447)"
12,163_9.jpg,0,False,104332.99999952316,5782.999999523163,"(-8.275963097536614, 42.13955676606426)"
13,165_9.jpg,0,False,105738.00000190735,6122.9999923706055,"(-8.267465174445476, 42.13801717827961)"
14,162_11.jpg,0,False,103979.5000076294,7597.5,"(-8.278101187030375, 42.13134034813855)"
15,162_11.jpg,0,False,104056.50001525879,7207.5,"(-8.277635464509563, 42.13310634592868)"
16,166_11.jpg,0,False,106687.9999923706,7406.500015258789,"(-8.261719247867655, 42.132205234166676)"
17,182_11.jpg,0,False,116812.0000076294,7670.999984741211,"(-8.200485814872385, 42.131007525547204)"
18,159_12.jpg,0,False,102387.9999923706,8302.5,"(-8.28772712632309, 42.12814796751794)"
