               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.13297,            0.028697,                   0,           0.0004453,           0.0025253,          4.2873e-05,          7.0132e-06,            0.078575,            0.029423,                   0,              0.0007,              0.0007,              0.0937
                   1,              0.1256,            0.022711,                   0,                   0,                   0,                   0,                   0,            0.072797,             0.02205,                   0,           0.0014975,           0.0014975,            0.086498
                   2,             0.11706,            0.016939,                   0,          3.8336e-05,           0.0050505,          1.9046e-05,          1.9046e-06,            0.065118,            0.020353,                   0,           0.0022924,           0.0022924,            0.079292
                   3,              0.1079,            0.017212,                   0,          0.00016421,            0.020202,          7.8394e-05,          2.4272e-05,             0.06578,            0.018975,                   0,           0.0030847,           0.0030847,            0.072085
                   4,            0.096696,            0.017133,                   0,          7.7122e-05,            0.010101,          3.8366e-05,           9.557e-06,            0.062321,            0.018536,                   0,           0.0038743,           0.0038743,            0.064874
                   5,            0.092782,            0.017518,                   0,            0.034352,             0.04798,            0.012348,           0.0027699,            0.055328,            0.018336,                   0,           0.0046612,           0.0046612,            0.057661
                   6,            0.087947,            0.016586,                   0,            0.021506,             0.17677,            0.013655,           0.0028554,            0.048567,            0.024942,                   0,           0.0054456,           0.0054456,            0.050446
                   7,            0.082773,            0.016213,                   0,             0.18914,             0.16919,            0.085821,            0.020466,            0.053037,            0.017211,                   0,           0.0062272,           0.0062272,            0.043227
                   8,            0.080211,            0.013954,                   0,             0.19529,             0.29293,             0.12421,            0.021151,            0.049359,            0.016499,                   0,           0.0070063,           0.0070063,            0.036006
                   9,            0.084397,            0.013174,                   0,             0.35963,             0.40843,             0.25285,            0.049732,            0.050989,            0.014607,                   0,           0.0077827,           0.0077827,            0.028783
                  10,            0.079976,             0.01284,                   0,             0.41138,             0.38131,             0.28519,            0.060185,            0.053937,            0.017337,                   0,           0.0085565,           0.0085565,            0.021556
                  11,            0.077175,            0.013209,                   0,            0.075968,            0.030303,           0.0072263,           0.0023249,            0.083103,             0.01297,                   0,           0.0093276,           0.0093276,            0.014328
                  12,            0.078952,            0.013451,                   0,             0.27169,             0.18939,             0.13176,            0.030467,            0.053015,            0.018201,                   0,            0.009802,            0.009802,            0.009802
