               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10942,            0.033225,                   0,           0.0026489,            0.017361,          0.00091474,          0.00017153,            0.094294,            0.031183,                   0,              0.0023,              0.0023,              0.0793
                   1,            0.088411,            0.029787,                   0,             0.17227,             0.12847,             0.05189,            0.013452,            0.070448,            0.029654,                   0,           0.0046767,           0.0046767,            0.057677
                   2,            0.081593,            0.025666,                   0,            0.028916,             0.13542,            0.013333,            0.002185,            0.074423,            0.027747,                   0,           0.0070297,           0.0070297,             0.03603
                   3,            0.071634,            0.026094,                   0,             0.18478,             0.32111,             0.12682,            0.027587,            0.073004,            0.024641,                   0,           0.0093589,           0.0093589,            0.014359
                   4,            0.066517,            0.028592,                   0,             0.33677,             0.36458,              0.2731,            0.078314,             0.06486,             0.02467,                   0,            0.009802,            0.009802,            0.009802
                   5,            0.059518,            0.025577,                   0,            0.051543,             0.36111,            0.026519,           0.0080475,            0.092742,            0.019128,                   0,            0.009802,            0.009802,            0.009802
                   6,            0.053948,            0.024522,                   0,             0.41734,             0.34375,             0.31853,             0.10192,            0.064772,            0.027435,                   0,           0.0097525,           0.0097525,           0.0097525
                   7,            0.051814,            0.023173,                   0,             0.44288,             0.64865,              0.3866,             0.11451,            0.056088,             0.03686,                   0,            0.009703,            0.009703,            0.009703
                   8,            0.048302,            0.022433,                   0,             0.67555,             0.57986,              0.5821,             0.17646,             0.05418,            0.020016,                   0,           0.0096535,           0.0096535,           0.0096535
                   9,            0.046237,            0.022289,                   0,              0.7856,             0.57292,             0.69994,             0.31526,            0.041719,             0.01923,                   0,            0.009604,            0.009604,            0.009604
                  10,            0.045293,            0.020315,                   0,             0.84039,             0.65972,             0.77802,             0.36636,            0.043453,            0.017471,                   0,           0.0095545,           0.0095545,           0.0095545
                  11,             0.04194,            0.019409,                   0,             0.85088,             0.67708,             0.76869,             0.38341,            0.041053,            0.017367,                   0,            0.009505,            0.009505,            0.009505
                  12,            0.040835,            0.019255,                   0,             0.88984,             0.61806,              0.6932,             0.25872,            0.056685,            0.018441,                   0,           0.0094555,           0.0094555,           0.0094555
                  13,            0.039078,            0.019535,                   0,             0.72167,             0.46181,             0.50862,            0.081719,            0.063777,            0.014693,                   0,            0.009406,            0.009406,            0.009406
                  14,            0.043047,            0.018959,                   0,             0.70937,             0.58681,             0.53929,             0.12205,            0.063592,            0.014935,                   0,           0.0093565,           0.0093565,           0.0093565
                  15,            0.038513,            0.018204,                   0,             0.81672,             0.70139,             0.74731,             0.37338,            0.043147,            0.016483,                   0,            0.009307,            0.009307,            0.009307
                  16,            0.039308,            0.016971,                   0,             0.82402,             0.75694,             0.83131,             0.43368,            0.039517,            0.015375,                   0,           0.0092575,           0.0092575,           0.0092575
                  17,            0.036881,            0.019252,                   0,             0.64637,             0.37847,             0.32207,            0.038065,            0.074995,            0.017862,                   0,            0.009208,            0.009208,            0.009208
                  18,            0.038025,            0.016572,                   0,             0.93838,             0.59375,                0.69,             0.25983,            0.050962,            0.015134,                   0,           0.0091585,           0.0091585,           0.0091585
                  19,            0.036857,            0.016088,                   0,               0.779,             0.67361,             0.69819,             0.16234,            0.060476,            0.015659,                   0,            0.009109,            0.009109,            0.009109
                  20,            0.035715,            0.016461,                   0,             0.76832,             0.69089,             0.73847,             0.26331,            0.050256,            0.016355,                   0,           0.0090595,           0.0090595,           0.0090595
                  21,            0.038171,            0.014657,                   0,             0.83453,             0.66544,             0.73585,             0.21355,            0.049872,            0.017216,                   0,             0.00901,             0.00901,             0.00901
                  22,            0.037165,            0.015191,                   0,             0.84016,             0.71178,             0.77248,             0.31876,            0.043821,            0.017286,                   0,           0.0089605,           0.0089605,           0.0089605
                  23,            0.035955,            0.014724,                   0,             0.86947,             0.74306,             0.79803,             0.38404,            0.037407,            0.016814,                   0,            0.008911,            0.008911,            0.008911
                  24,            0.035552,            0.014428,                   0,             0.79552,             0.75694,             0.77958,             0.42395,            0.036347,            0.017068,                   0,           0.0088615,           0.0088615,           0.0088615
                  25,             0.03343,            0.014531,                   0,             0.81933,             0.67708,             0.75089,             0.36387,            0.042246,            0.018339,                   0,            0.008812,            0.008812,            0.008812
                  26,            0.033468,            0.014009,                   0,             0.83524,             0.72167,             0.77342,             0.39543,            0.038776,             0.01647,                   0,           0.0087625,           0.0087625,           0.0087625
                  27,            0.034465,            0.015569,                   0,             0.89342,             0.75678,             0.82559,             0.47694,            0.036966,             0.01631,                   0,            0.008713,            0.008713,            0.008713
                  28,             0.03048,            0.013558,                   0,             0.81191,             0.72222,             0.76908,              0.3888,            0.044094,            0.017769,                   0,           0.0086635,           0.0086635,           0.0086635
                  29,             0.03226,            0.012645,                   0,             0.89315,             0.72558,             0.78752,             0.42188,            0.041454,            0.017157,                   0,            0.008614,            0.008614,            0.008614
                  30,            0.031081,            0.012591,                   0,             0.90677,             0.62153,             0.73545,             0.19086,             0.05217,             0.02019,                   0,           0.0085645,           0.0085645,           0.0085645
                  31,            0.030759,            0.012887,                   0,             0.93974,             0.70486,             0.76688,              0.3553,            0.045709,            0.018708,                   0,            0.008515,            0.008515,            0.008515
                  32,            0.033464,            0.013239,                   0,             0.88938,             0.66997,             0.75482,             0.19809,            0.052318,            0.017097,                   0,           0.0084655,           0.0084655,           0.0084655
                  33,            0.029741,            0.014182,                   0,             0.87057,             0.72569,             0.79084,             0.28019,            0.047395,            0.015817,                   0,            0.008416,            0.008416,            0.008416
                  34,            0.030958,            0.012629,                   0,             0.87179,             0.70828,             0.78165,             0.46595,            0.036726,            0.017598,                   0,           0.0083665,           0.0083665,           0.0083665
                  35,             0.03201,            0.012385,                   0,             0.88519,             0.69792,             0.79202,             0.43522,            0.036407,            0.017584,                   0,            0.008317,            0.008317,            0.008317
                  36,            0.028178,            0.012471,                   0,             0.85662,                0.75,              0.8041,             0.49607,            0.033286,            0.017492,                   0,           0.0082675,           0.0082675,           0.0082675
